"#"	"Date Heure, GMT+02:00"	"Temp., °C (LGR S/N: 1217466, SEN S/N: 1217466)"	"HR, % (LGR S/N: 1217466, SEN S/N: 1217466)"
602	2020/07/22 00:45:27	21.569	68.20
603	2020/07/22 01:00:27	21.378	68.36
604	2020/07/22 01:15:27	21.091	68.53
605	2020/07/22 01:30:27	20.901	68.69
606	2020/07/22 01:45:27	20.805	69.09
607	2020/07/22 02:00:27	20.805	69.22
608	2020/07/22 02:15:27	20.901	69.21
609	2020/07/22 02:30:27	20.901	68.94
610	2020/07/22 02:45:27	20.996	68.54
611	2020/07/22 03:00:27	20.996	68.17
612	2020/07/22 03:15:27	20.996	67.69
613	2020/07/22 03:30:27	20.805	67.27
614	2020/07/22 03:45:27	20.615	67.08
615	2020/07/22 04:00:27	20.329	67.24
616	2020/07/22 04:15:27	20.043	67.40
617	2020/07/22 04:30:27	19.758	67.68
618	2020/07/22 04:45:27	19.662	68.16
619	2020/07/22 05:00:27	19.567	68.42
620	2020/07/22 05:15:27	19.567	68.30
621	2020/07/22 05:30:27	19.472	68.20
622	2020/07/22 05:45:27	19.472	67.96
623	2020/07/22 06:00:27	19.377	67.86
624	2020/07/22 06:15:27	19.187	67.78
625	2020/07/22 06:30:27	19.092	67.80
626	2020/07/22 06:45:27	18.901	67.95
627	2020/07/22 07:00:27	18.806	68.08
628	2020/07/22 07:15:27	18.901	68.18
629	2020/07/22 07:30:27	19.092	68.14
630	2020/07/22 07:45:27	19.567	70.37
631	2020/07/22 08:00:27	20.424	75.92
632	2020/07/22 08:15:27	21.187	76.78
633	2020/07/22 08:30:27	20.519	74.23
634	2020/07/22 08:45:27	21.091	77.04
635	2020/07/22 09:00:27	22.046	78.00
636	2020/07/22 09:15:27	23.196	79.37
637	2020/07/22 09:30:27	24.738	77.23
638	2020/07/22 09:45:27	28.060	73.13
639	2020/07/22 10:00:27	32.086	64.42
640	2020/07/22 10:15:27	36.728	52.73
641	2020/07/22 10:30:27	40.876	43.33
642	2020/07/22 10:45:27	44.334	37.47
643	2020/07/22 11:00:27	47.238	33.86
644	2020/07/22 11:15:27	49.496	32.02
645	2020/07/22 11:30:27	47.892	32.93
646	2020/07/22 11:45:27	47.238	34.53
647	2020/07/22 12:00:27	49.768	33.14
648	2020/07/22 12:15:27	50.595	32.48
649	2020/07/22 12:30:27	49.225	25.66
650	2020/07/22 12:45:27	39.615	26.58
651	2020/07/22 13:00:27	35.649	32.89
652	2020/07/22 13:15:27	33.014	38.15
653	2020/07/22 13:30:27	32.291	39.50
654	2020/07/22 13:45:27	29.853	41.79
655	2020/07/22 14:00:27	28.953	46.37
656	2020/07/22 14:15:27	28.655	51.10
657	2020/07/22 14:30:27	28.655	53.91
658	2020/07/22 14:45:27	27.764	52.13
659	2020/07/22 15:00:27	26.683	55.67
660	2020/07/22 15:15:27	26.000	57.58
661	2020/07/22 15:30:27	25.319	59.23
662	2020/07/22 15:45:27	24.931	60.75
663	2020/07/22 16:00:27	23.388	62.51
664	2020/07/22 16:15:27	23.484	65.36
665	2020/07/22 16:30:27	22.908	68.35
666	2020/07/22 16:45:27	23.100	71.38
667	2020/07/22 17:00:27	23.292	70.55
668	2020/07/22 17:15:27	23.196	69.24
669	2020/07/22 17:30:27	23.004	68.47
670	2020/07/22 17:45:27	22.717	69.32
671	2020/07/22 18:00:27	22.333	68.71
672	2020/07/22 18:15:27	21.855	68.66
673	2020/07/22 18:30:27	21.569	68.32
674	2020/07/22 18:45:27	21.187	68.51
675	2020/07/22 19:00:27	21.091	70.14
676	2020/07/22 19:15:27	20.424	72.41
677	2020/07/22 19:30:27	20.043	78.71
678	2020/07/22 19:45:27	20.519	83.02
679	2020/07/22 20:00:27	20.234	81.18
680	2020/07/22 20:15:27	20.138	80.20
681	2020/07/22 20:30:27	21.378	86.19
682	2020/07/22 20:45:27	23.677	82.91
683	2020/07/22 21:00:27	23.966	79.63
684	2020/07/22 21:15:27	23.869	78.71
685	2020/07/22 21:30:27	23.773	78.43
686	2020/07/22 21:45:27	23.773	78.43
687	2020/07/22 22:00:27	23.581	78.16
688	2020/07/22 22:15:27	23.388	77.89
689	2020/07/22 22:30:27	23.292	78.18
690	2020/07/22 22:45:27	23.004	78.20
691	2020/07/22 23:00:27	22.812	78.50
692	2020/07/22 23:15:27	22.621	78.52
693	2020/07/22 23:30:27	22.429	78.82
694	2020/07/22 23:45:27	22.238	78.83
695	2020/07/23 00:00:27	22.142	79.14
696	2020/07/23 00:15:27	22.046	79.14
697	2020/07/23 00:30:27	21.855	78.86
698	2020/07/23 00:45:27	21.664	78.88
699	2020/07/23 01:00:27	21.569	78.88
700	2020/07/23 01:15:27	21.473	78.89
701	2020/07/23 01:30:27	21.282	78.91
702	2020/07/23 01:45:27	21.187	78.91
703	2020/07/23 02:00:27	21.091	78.63
704	2020/07/23 02:15:27	20.901	78.37
705	2020/07/23 02:30:27	20.710	78.38
706	2020/07/23 02:45:27	20.615	78.39
707	2020/07/23 03:00:27	20.424	78.41
708	2020/07/23 03:15:27	20.234	78.42
709	2020/07/23 03:30:27	20.138	78.43
710	2020/07/23 03:45:27	20.043	78.71
711	2020/07/23 04:00:27	20.043	79.00
712	2020/07/23 04:15:27	20.043	79.00
713	2020/07/23 04:30:27	20.043	79.00
714	2020/07/23 04:45:27	20.138	78.99
715	2020/07/23 05:00:27	20.138	78.71
716	2020/07/23 05:15:27	20.138	78.71
717	2020/07/23 05:30:27	20.138	78.43
718	2020/07/23 05:45:27	20.138	78.16
719	2020/07/23 06:00:27	20.138	78.16
720	2020/07/23 06:15:27	20.138	77.89
721	2020/07/23 06:30:27	20.138	77.63
722	2020/07/23 06:45:27	20.138	77.63
723	2020/07/23 07:00:27	20.138	77.38
724	2020/07/23 07:15:27	20.138	77.38
725	2020/07/23 07:30:27	20.329	77.11
726	2020/07/23 07:45:27	20.519	77.09
727	2020/07/23 08:00:27	20.805	77.07
728	2020/07/23 08:15:27	21.187	77.03
729	2020/07/23 08:30:27	22.046	77.47
730	2020/07/23 08:45:27	22.812	76.38
731	2020/07/23 09:00:27	23.484	75.15
732	2020/07/23 09:15:27	24.255	73.99
733	2020/07/23 09:30:27	25.319	72.67
734	2020/07/23 09:45:27	26.292	71.45
735	2020/07/23 10:00:27	27.370	70.78
736	2020/07/23 10:15:27	28.853	69.25
737	2020/07/23 10:30:27	31.268	66.55
738	2020/07/23 10:45:27	33.639	61.29
739	2020/07/23 11:00:27	36.079	43.91
740	2020/07/23 11:15:27	39.957	39.06
741	2020/07/23 11:30:27	42.878	23.78
742	2020/07/23 11:45:27	40.300	30.43
743	2020/07/23 12:00:27	40.415	34.17
744	2020/07/23 12:15:27	40.185	37.09
